Simpangsiabu	id=g:6723400
Watuwatu	id=g:6732899
Cambaya	id=g:6732900
Biringbalang	id=g:6732901
Paku	id=g:6732902
Pancana	id=g:6732903
Parepare	id=g:6732904
Barasa	id=g:6732905
Timpoppo	id=g:6732906
Bontotanga	id=g:6732907
Jatia	id=g:6732908
Tamalalang	id=g:6732909
Lempangang	id=g:6732910
Tompobalang	id=g:6732911
Manuruki	id=g:6732912
Bone	id=g:6732913
Binanga Beba	id=g:6732914
Ballaparang	id=g:6732915
Malakaya	id=g:6732916
Bontobila	id=g:6732917
Campagaya	id=g:6732918
Pabineang	id=g:6732919
Bontomakio	id=g:6732920
Sawakung	id=g:6732921
Beba	id=g:6732922
Taipanaorang	id=g:6732923
Tamasongo	id=g:6732924
Parang	id=g:6732925
Tamatea	id=g:6732926
Macinikondo	id=g:6732927
Ballatabbua	id=g:6732928
Bilasanging	id=g:6732929
Majalling	id=g:6732930
Bontorambu	id=g:6732931
Karungrung	id=g:6732932
Doang	id=g:6732933
Patarungan	id=g:6732934
Ritaya	id=g:6732935
Paranga	id=g:6732936
Kokoa	id=g:6732937
Bontobila	id=g:6732938
Kanarea	id=g:6732939
Bontorita	id=g:6732940
Coring	id=g:6732941
Pattolosang	id=g:6732942
Kutulu	id=g:6732943
Bontomacro	id=g:6732944
Parangrea	id=g:6732945
Patugalengan	id=g:6732946
Tebakang	id=g:6732947
Palompong	id=g:6732948
Lonrong	id=g:6732949
Sugitanga	id=g:6732950
Cadika	id=g:6732951
Binanga Likulambere	id=g:6732952
Destamar	id=g:6732953
Kampungparang	id=g:6732954
Borongunlia	id=g:6732955
Borongbilalang	id=g:6732956
Majannang	id=g:6732957
Bontorea	id=g:6732958
Bilaya	id=g:6732959
Lanraloe	id=g:6732960
Doja	id=g:6732961
Turate	id=g:6732962
Bontobune	id=g:6732963
Tarantang	id=g:6732964
Tangkeballa	id=g:6732965
Pabule	id=g:6732966
Parang	id=g:6732967
Renggang	id=g:6732968
Binabasa	id=g:6732969
Talakauwe	id=g:6732970
Bontoa	id=g:6732971
Bontomanai	id=g:6732972
Lepalena	id=g:6732973
Bontokanang	id=g:6732974
Romangsapiria	id=g:6732975
Kalukuang	id=g:6732976
Bontocalelek	id=g:6732977
Lambutoa	id=g:6732978
Bontojay	id=g:6732979
Binanga Gulejong	id=g:6732980
Jempang	id=g:6732981
Ujung	id=g:6732982
Boddia	id=g:6732983
Burane	id=g:6732984
Manjalling	id=g:6732985
Tamalallang	id=g:6732986
Patinoang	id=g:6732987
Maminasa	id=g:6732988
Romanglompae	id=g:6732989
Masino	id=g:6732990
Parambabe	id=g:6732991
Romanglasa	id=g:6732992
Tuwini	id=g:6732993
Gentungan	id=g:6732994
Borongbaji	id=g:6732995
Kokoa	id=g:6732996
Taipaleleng	id=g:6732997
Bontomatene	id=g:6732998
Kacikaci	id=g:6732999
Katangka	id=g:6733000
Ciniayo	id=g:6733001
Ballaparang	id=g:6733002
Binanga Giringgiring	id=g:6733003
Panjojo	id=g:6733004
Matoanging	id=g:6733005
Malagina	id=g:6733006
Talakapanrang	id=g:6733007
Boslo	id=g:6733008
Tompopadalle	id=g:6733009
Romantangaya	id=g:6733010
Manuju	id=g:6733011
Giringgiring	id=g:6733012
Gangga	id=g:6733013
Rappokaleleng	id=g:6733014
Kalesserena	id=g:6733015
Borongtala	id=g:6733016
Bontorikong	id=g:6733017
Bontocarade	id=g:6733018
Tarantang	id=g:6733019
Anassappo	id=g:6733020
Bontobado	id=g:6733021
Lambongang	id=g:6733022
Binanga Biringkassi	id=g:6733023
Barembeng	id=g:6733024
Borongtopaya	id=g:6733025
Salekowa	id=g:6733026
Bontosallang	id=g:6733027
Batetamaya	id=g:6733028
Bontorita	id=g:6733029
Sapiria	id=g:6733030
Bontomangape	id=g:6733031
Timbuseng	id=g:6733032
Bontoloe	id=g:6733033
Kanea	id=g:6733034
Tamadampe	id=g:6733035
Manyampa	id=g:6733036
Falatala	id=g:6733037
Binanga Sara	id=g:6733038
Bentang	id=g:6733039
Namboa	id=g:6733040
Kadatong	id=g:6733041
Taroang	id=g:6733042
Kampungparang	id=g:6733043
Bontomanai	id=g:6733044
Talamangape	id=g:6733045
Kalumpang	id=g:6733046
Tabuakkang	id=g:6733047
Bontolangkasa	id=g:6733048
Sela	id=g:6733049
Borongbaji	id=g:6733050
Bontobaddo	id=g:6733051
Bontosunggu	id=g:6733052
Lembang	id=g:6733053
Binanga Dingau	id=g:6733054
Batunipa	id=g:6733055
Massalongko	id=g:6733056
Balatamaya	id=g:6733057
Panaikang	id=g:6733058
Macinibaji	id=g:6733059
Bontobaddo	id=g:6733060
Malewang	id=g:6733061
Malewaya	id=g:6733062
Bontokassi	id=g:6733063
Passallangang	id=g:6733064
Batugulung	id=g:6733065
Tamapponto	id=g:6733066
Allu	id=g:6733067
Sengka	id=g:6733068
Alerang	id=g:6733069
Likubodo	id=g:6733070
Karanuang	id=g:6733071
Pamanjengan	id=g:6733072
Pattingaloang	id=g:6733073
Sawakong	id=g:6733074
Borontala	id=g:6733075
Sidayu	id=g:6733076
Popolowe	id=g:6733077
Kanite	id=g:6733078
Papo	id=g:6733079
Mandi	id=g:6733080
Kalukubodo	id=g:6733081
Barangmamasa	id=g:6733082
Parang	id=g:6733083
Bengo	id=g:6733084
Bontoramba	id=g:6733085
Tingang	id=g:6733086
Mandengeng	id=g:6733087
Tanrara	id=g:6733088
Pajokki	id=g:6733089
Gontong	id=g:6733090
Alluka	id=g:6733091
Data	id=g:6733092
Bontorita	id=g:6733093
Pabentengan	id=g:6733094
Parasaranganberu	id=g:6733095
Sabintang	id=g:6733096
Solonga	id=g:6733097
Binanga Likulambere	id=g:6733098
Allakang	id=g:6733099
Patiro	id=g:6733100
Binanga Tekolabua	id=g:6733101
Bontobila	id=g:6733102
Taipaborong	id=g:6733103
Bontocinde	id=g:6733104
Bontosanra	id=g:6733105
Bassara	id=g:6733106
Bontomanai	id=g:6733107
Bontotala	id=g:6733108
Kulumpa	id=g:6733109
Salaka	id=g:6733110
Kaluarrang	id=g:6733111
Kacikaci	id=g:6733113
Bontopano	id=g:6733114
Kampungberu	id=g:6733115
Tonasa	id=g:6733116
Kokoa	id=g:6733117
Lebae	id=g:6733118
Bontociniayo	id=g:6733119
Campagaya	id=g:6733120
Surabaya	id=g:6733121
Pabundukan	id=g:6733122
Salambeka	id=g:6733123
Salajangki	id=g:6733124
Leo	id=g:6733125
Binanga Sabala	id=g:6733126
Parappa	id=g:6733127
Jene	id=g:6733128
Bontomatene	id=g:6733129
Galang	id=g:6733130
Parasangangberu	id=g:6733131
Batupute	id=g:6733132
Kunjung	id=g:6733133
Pangkajene	id=g:6733134
Poang	id=g:6733135
Biringtabing	id=g:6733136
Sapolettana	id=g:6733137
Sompu	id=g:6733138
Tamalallang	id=g:6733139
Bontoa	id=g:6733140
Sompuraya	id=g:6733141
Paririsi	id=g:6733142
Bellacaddi	id=g:6733143
Polombangkeng	id=g:6733144
Masago	id=g:6733145
Bonebone	id=g:6733146
Pattene	id=g:6733147
Cambajawaya	id=g:6733148
Pangkarode	id=g:6733149
Binanga Pungagii	id=g:6733150
Panaikang	id=g:6733151
Binanga Bulera	id=g:6733152
Ujungbori	id=g:6733153
Bilaya	id=g:6733154
Pappa	id=g:6733155
Kami	id=g:6733156
Tamasongo	id=g:6733157
Ballaborong	id=g:6733158
Panaikang	id=g:6733159
Pallantikan	id=g:6733160
Alluka	id=g:6733161
Limbungan	id=g:6733162
Patani	id=g:6733163
Masale	id=g:6733164
Karabong	id=g:6733165
Pakalli	id=g:6733166
Lona	id=g:6733167
Tamajanang	id=g:6733168
Lampeso	id=g:6733169
Ujungbaji	id=g:6733170
Biringkassi	id=g:6733171
Macinibaji	id=g:6733172
Binamu	id=g:6733173
Saulaeng	id=g:6733174
Soreang	id=g:6733175
Lampang	id=g:6733176
Bontolanra	id=g:6733177
Bontomanai	id=g:6733178
Masalleng	id=g:6733179
Pasuleang	id=g:6733180
Malona	id=g:6733181
Bayanga	id=g:6733182
Bontopoko	id=g:6733183
Mangngulabe	id=g:6733184
Allu	id=g:6733185
Sayoang	id=g:6733186
Anaaong	id=g:6733187
Pangkalan	id=g:6733188
Canrego	id=g:6733189
Tabinjai	id=g:6733190
Bantinoto	id=g:6733191
Tengko	id=g:6733192
Canrego	id=g:6733193
Balang	id=g:6733194
Baba	id=g:6733195
Parang	id=g:6733196
Tanatana	id=g:6733197
Bontobaddo	id=g:6733198
Danau Mangappo	id=g:6733199
Danau Kalappo	id=g:6733200
Kalappo	id=g:6733201
Jarangnika	id=g:6733202
Binanga Papa	id=g:6733203
Takalar	id=g:6733204
Beru	id=g:6733205
Parialau	id=g:6733206
Muara Parialau	id=g:6733207
Kajang	id=g:6733208
Garasi	id=g:6733209
Bolo	id=g:6733210
Topejawa	id=g:6733211
Gadea	id=g:6733212
Namboa	id=g:6733213
Kokoa	id=g:6733214
Barajarang	id=g:6733215
Timporongang	id=g:6733216
Bontokassi	id=g:6733217
Binang Palomppakang	id=g:6733218
Binanga Sanrangang	id=g:6733219
Bulu Linring	id=g:6733220
Kecamatan Biringkanaya	id=g:6733257
Kecamatan Panakkukang	id=g:6733258
Kecamatan Ujungtanah	id=g:6733259
Kecamatan Tallo	id=g:6733260
Kecamatan Wajo	id=g:6733261
Kecamatan Bontoala	id=g:6733262
Kecamatan Ujungpandang	id=g:6733263
Kecamatan Makkassar	id=g:6733264
Kecamatan Mariso	id=g:6733265
Kecamatan Mamajang	id=g:6733266
Kecamatan Tamalate	id=g:6733267
Kecamatan Sombaopu	id=g:6733268
Kecamatan Pallangga	id=g:6733269
Gusung Bara Lompo	id=g:6733270
Gusung Samalona	id=g:6733271
Matoangin	id=g:6733272
Tanjungalang	id=g:6733273
Gontang Barat	id=g:6733274
Bayoa Besar	id=g:6733275
Lette	id=g:6733276
Bayoa Kecil	id=g:6733277
Kaccia	id=g:6733278
Bontoa	id=g:6733279
Bontokapetta	id=g:6733280
Ujungkassi	id=g:6733281
Kampungberu	id=g:6733282
Karampa	id=g:6733283
Tamanroya	id=g:6733284
Padanga	id=g:6733285
Aengtowa	id=g:6733286
Sagebongga	id=g:6733287
Bontolabasa	id=g:6733288
Sumana	id=g:6733289
Jonggoa	id=g:6733290
Jongobatu	id=g:6733291
Bontopaja	id=g:6733292
Bontorita	id=g:6733293
Kampungparang	id=g:6733294
Bontolebau	id=g:6733295
Kabalokang	id=g:6733296
Tabaringan	id=g:6733297
Butabuta	id=g:6733298
Kalukubodoa	id=g:6733299
Kampungbaru	id=g:6733300
Pannampu	id=g:6733301
Layang	id=g:6733302
Baraya	id=g:6733303
Melayu	id=g:6733304
Bontoala	id=g:6733305
Paranglayang	id=g:6733306
Pattunuang	id=g:6733307
Gaddong	id=g:6733308
Maloku	id=g:6733309
Baru	id=g:6733310
Pisang Utara	id=g:6733311
Pisang Selatan	id=g:6733312
Maccini	id=g:6733313
Lariangbangngi	id=g:6733314
Maradekaya	id=g:6733315
Barabaraya	id=g:6733316
Mangkura	id=g:6733317
Maricaya	id=g:6733318
Panambungan	id=g:6733319
Lette	id=g:6733320
Maricaya Selatan	id=g:6733321
Kunjungmae	id=g:6733322
Deppasawi	id=g:6733323
Bontorannu	id=g:6733324
Parang	id=g:6733325
Mamajang Luar	id=g:6733326
Barua	id=g:6733327
Bantabantaeng	id=g:6733328
Jeneberang	id=g:6733329
Bontotangnga	id=g:6733330
Bontokapetta	id=g:6733331
Bontomanai	id=g:6733332
Malengkeri	id=g:6733333
Tabariah	id=g:6733334
Gontang Baru	id=g:6733335
Gontang Selatan	id=g:6733336
Sappabulo	id=g:6733337
Balangbaru Luar	id=g:6733338
Parangtambung	id=g:6733339
Patunga	id=g:6733340
Bontolaja	id=g:6733341
Beru	id=g:6733342
Tamalalang	id=g:6733343
Bontojaling	id=g:6733344
Gusung	id=g:6733345
Tabinjai	id=g:6733346
Bontobila	id=g:6733347
Kunjungmange	id=g:6733348
Borongunti	id=g:6733349
Jingaraka	id=g:6733350
Boronguntia	id=g:6733351
Jenemadingin	id=g:6733352
Tamanyeleng	id=g:6733353
Manyoli	id=g:6733354
Belaka	id=g:6733355
Kanjilo	id=g:6733356
Sanrangan	id=g:6733357
Bilaji	id=g:6733358
Cilallang	id=g:6733359
Tomposapa	id=g:6733360
Padangjawa	id=g:6733361
Biringbalang	id=g:6733362
Camba	id=g:6733363
Taciri	id=g:6733364
Salo Bontoreo	id=g:6733365
Binanga Barombong	id=g:6733366
Pakaba	id=g:6733367
Julumata	id=g:6733368
Parappa	id=g:6733369
Bontokepong	id=g:6733370
Buttadidi	id=g:6733371
Tombolo	id=g:6733372
Ujungbulo	id=g:6733373
Bontopaja	id=g:6733374
Kampungparang	id=g:6733375
Bontobila	id=g:6733376
Bontoramba	id=g:6733377
Panciro	id=g:6733378
Patingaloang	id=g:6733379
Buloa	id=g:6733380
Biringbalang	id=g:6733381
Rappokalling	id=g:6733382
Lakkang	id=g:6733383
Salo Rappokalling	id=g:6733384
Tatakang	id=g:6733385
Rappojawa	id=g:6733386
Karuwisi	id=g:6733387
Sinrijala	id=g:6733388
Baddo	id=g:6733389
Tamalading	id=g:6733390
Ballaparang	id=g:6733391
Karangpuang	id=g:6733392
Seppe	id=g:6733393
Bilawayah	id=g:6733394
Bontobaddo	id=g:6733395
Cambajawaya	id=g:6733396
Parang	id=g:6733397
Paropo	id=g:6733398
Batua	id=g:6733399
Salo Sinruala	id=g:6733400
Tidung	id=g:6733401
Kassikassi	id=g:6733402
Borong	id=g:6733403
Bontomakkio	id=g:6733404
Mappala	id=g:6733405
Karunrung	id=g:6733406
Padattekang	id=g:6733407
Gunungsari Baru	id=g:6733408
Gunungsari Lama	id=g:6733409
Pabentengan	id=g:6733410
Palepada	id=g:6733411
Labuang	id=g:6733412
Palaraka	id=g:6733413
Mangasa	id=g:6733414
Bisei	id=g:6733415
Salo Bayoa	id=g:6733416
Komplek Hasanuddin	id=g:6733417
Pabangiang	id=g:6733418
Tombolo	id=g:6733419
Borongloe	id=g:6733420
Taeng	id=g:6733421
Kaledupa	id=g:6733422
Lambengi	id=g:6733423
Manyampa	id=g:6733424
Taborong	id=g:6733425
Beru	id=g:6733426
Bontokamase	id=g:6733427
Kampungparang	id=g:6733428
Batangkaluku	id=g:6733429
Cambaya	id=g:6733430
Tangka	id=g:6733431
Tetebatu	id=g:6733432
Tombolopateh	id=g:6733433
Balangkakoci	id=g:6733434
Boronguntia	id=g:6733435
Jenetalasa	id=g:6733436
Bontorea	id=g:6733437
Panciro	id=g:6733438
Cambaya	id=g:6733439
Matappampang	id=g:6733440
Pekanglabbu	id=g:6733441
Salo Burunguntia	id=g:6733442
Borongtala	id=g:6733443
Matirobaji	id=g:6733444
Parangmalengu	id=g:6733445
Tompotonjong	id=g:6733446
Palangiseng	id=g:6733447
Parang	id=g:6733448
Pallangga	id=g:6733449
Salo Kurilompo	id=g:6733450
Tanetea	id=g:6733451
Salo Bonelengga	id=g:6733452
Untitoa	id=g:6733453
Untia Utara	id=g:6733454
Untia Selatan	id=g:6733455
Beruanging	id=g:6733456
Bontoa	id=g:6733457
Tamalalang	id=g:6733458
Sangalina	id=g:6733459
Bontojai	id=g:6733460
Bangkala	id=g:6733461
Kapasa	id=g:6733462
Bontoloe	id=g:6733463
Lakkang Lompo	id=g:6733464
Kerakera	id=g:6733465
Bontosugi	id=g:6733466
Mawang	id=g:6733467
Tamanlarea	id=g:6733468
Bung	id=g:6733469
Tambasa	id=g:6733470
Kantisan	id=g:6733471
Leang	id=g:6733472
Tallo	id=g:6733473
Leangang	id=g:6733474
Patunuang	id=g:6733475
Lasusoro	id=g:6733476
Bitoa	id=g:6733477
Ujungbori	id=g:6733478
Antang	id=g:6733479
Nipanipa	id=g:6733480
Makiobaji	id=g:6733481
Dampambira	id=g:6733482
Bangkala	id=g:6733483
Tamangapa	id=g:6733484
Kassi	id=g:6733485
Paririn	id=g:6733486
Borongraukang	id=g:6733487
Samata	id=g:6733488
Bontotene	id=g:6733489
Balangbalang	id=g:6733490
Bontotangnga	id=g:6733491
Sero	id=g:6733492
Paopao	id=g:6733493
Pacinongngang	id=g:6733494
Campagaya	id=g:6733495
Taengtaeng	id=g:6733496
Romangpulung	id=g:6733497
Borongtaipa	id=g:6733498
Pangintungan Utara	id=g:6733499
Beruangin	id=g:6733500
Pangintungan	id=g:6733501
Macanda	id=g:6733502
Bajiaren	id=g:6733503
Pangintungan Selatan	id=g:6733504
Moncongmoncong	id=g:6733505
Bonto Ramba	id=g:6733506
Danau Mawang	id=g:6733507
Salo Tetebatu	id=g:6733508
Mapala	id=g:6733509
Biringkaloro	id=g:6733510
Lebong	id=g:6733862
Salo Malino	id=g:6733863
Jongoa	id=g:6733864
Tokka	id=g:6733865
Limbua	id=g:6733866
Salottoa	id=g:6733867
Bengo	id=g:6733868
Patene	id=g:6733869
Salo Patene	id=g:6733870
Batebate	id=g:6733871
Bontotangnga	id=g:6733872
Parabola	id=g:6733873
Salo Angasia	id=g:6733874
Salo Kausisi	id=g:6733875
Buntebunte	id=g:6733876
Parangtangnga	id=g:6733877
Bulu Tawar	id=g:6733878
Batupute	id=g:6733879
Bungabaji	id=g:6733880
Labbabatu	id=g:6733881
Baringang	id=g:6733882
Tabuakang	id=g:6733883
Taroang	id=g:6733884
Bulu Taroang	id=g:6733885
Balang Patutangnga	id=g:6733886
Lanta	id=g:6733887
Bulu Maranne	id=g:6733888
Bulu Cikorang	id=g:6733889
Jambukacia	id=g:6733890
Beru	id=g:6733891
Bontomatene	id=g:6733892
Baliangang	id=g:6733893
Ulujangang	id=g:6733894
Lompo	id=g:6733895
Pamolongang	id=g:6733896
Lauwa	id=g:6733897
Maciniayo	id=g:6733898
Gentungang	id=g:6733899
Batuborong	id=g:6733900
Ulirang	id=g:6733901
Kecamatan Tompobulu	id=g:6733902
Borongngara	id=g:6733903
Bulu Bedenglolo	id=g:6733904
Bedenglolo	id=g:6733905
Bataraga	id=g:6733906
Parasangngang	id=g:6733907
Matana	id=g:6733908
Lembangpanai	id=g:6733909
Pakua	id=g:6733910
Kampungbaru	id=g:6733911
Bulo	id=g:6733912
Pangajiang	id=g:6733913
Bontosabba	id=g:6733914
Bulutana	id=g:6733915
Tanete	id=g:6733916
Balang Erulang	id=g:6733917
Korobale	id=g:6733918
Padangmalulu	id=g:6733919
Longka	id=g:6733920
Jonjo	id=g:6733921
Lakkung	id=g:6733922
Baliti	id=g:6733923
Laloasa	id=g:6733924
Salo Lakkung	id=g:6733925
Sicini	id=g:6733926
Coro	id=g:6733927
Luraya	id=g:6733928
Likunuang	id=g:6733929
Barua	id=g:6733930
Tumbua	id=g:6733931
Lanra	id=g:6733932
Surempa	id=g:6733933
Bontokuba	id=g:6733934
Borongleko	id=g:6733935
Pasaungang	id=g:6733936
Balang Manjikulu	id=g:6733937
Doeng	id=g:6733938
Lesalesa	id=g:6733939
Bontomanai	id=g:6733940
Balang Lompo	id=g:6733941
Balang Karangloe	id=g:6733942
Sapiribanda	id=g:6733943
Lemoa	id=g:6733944
Gantarang	id=g:6733945
Borongbulo	id=g:6733946
Pandanga	id=g:6733947
Balang Salampaing	id=g:6733948
Balang Kalang	id=g:6733949
Barukeke	id=g:6733950
Sikura	id=g:6733951
Pattabakkang	id=g:6733952
Talangkasa	id=g:6733953
Borongloe	id=g:6733954
Barombira	id=g:6733955
Bontobuddung	id=g:6733956
Tonroa	id=g:6733957
Bontobiraeng	id=g:6733958
Pangkalompo	id=g:6733959
Bulueng	id=g:6733960
Balang Likoloe	id=g:6733961
Tamalasa	id=g:6733962
Matoanging	id=g:6733963
Parangbugisi	id=g:6733964
Pallanga	id=g:6733965
Air Terjun Takapala	id=g:6733966
Gantung	id=g:6733967
Putepala	id=g:6733968
Panaikang	id=g:6733969
Patallasang	id=g:6733970
Sampeang	id=g:6733971
Majanang	id=g:6733972
Ujungbori	id=g:6733973
Langorang	id=g:6733974
Raulo	id=g:6733975
Bilanrengi	id=g:6733976
Bulu Pattangang	id=g:6733977
Tonrokombang	id=g:6733978
Bangkengtabing	id=g:6733979
Galang	id=g:6733980
Salo Kampa	id=g:6733981
Bulu Patirolemba	id=g:6733982
Balang Coro	id=g:6733983
Malingu	id=g:6733984
Balang Palladingung	id=g:6733985
Ujungbori	id=g:6733986
Taipakkodang	id=g:6733987
Bontoa	id=g:6733988
Garentong	id=g:6733989
Balang Dondole	id=g:6733990
Boritallasa	id=g:6733991
Bulueng	id=g:6733992
Balang Berasa	id=g:6733993
Balang Kaliki	id=g:6733994
Bongkialla	id=g:6733995
Rappoalla	id=g:6733996
Barabarapute	id=g:6733997
Kayumalle	id=g:6733998
Pangkaluang	id=g:6733999
Allagalung	id=g:6734000
Dabulu	id=g:6734001
Tompoluang	id=g:6734002
Palimpungang	id=g:6734003
Ulugalung	id=g:6734004
Jangoang	id=g:6734005
Pajagalung	id=g:6734006
Padekkong	id=g:6734007
Moncongkallang	id=g:6734008
Bontosunggu	id=g:6734009
Batupiwai	id=g:6734010
Balangerasa	id=g:6734011
Palloli	id=g:6734012
Bisanti	id=g:6734013
Bulueng	id=g:6734014
Badieng	id=g:6734015
Pattiro	id=g:6734016
Moncong Rumbia	id=g:6734017
Kecamatan Kelera	id=g:6734018
Balang Erasa	id=g:6734019
Batusong	id=g:6734020
Paloe	id=g:6734021
Belong	id=g:6734022
Ramba	id=g:6734023
Tombolo	id=g:6734024
Salo Takapala	id=g:6734025
Bulu Panring	id=g:6734026
Salo Parang	id=g:6734027
Salo Manapa	id=g:6734028
Parangkeke	id=g:6734029
Paragang	id=g:6734030
Lengkese	id=g:6734031
Borongbulo	id=g:6734032
Bontosunggu	id=g:6734033
Ullualla	id=g:6734034
Balang Kadaka	id=g:6734035
Tanetebuki	id=g:6734036
Minasabaji	id=g:6734037
Lembaya	id=g:6734038
Laringtangnga	id=g:6734039
Buloa	id=g:6734040
Parangtulauk	id=g:6734041
Lembangbune	id=g:6734042
Borongbangkasa	id=g:6734043
Lamberia	id=g:6734044
Salekowa	id=g:6734045
Balang Tinungung	id=g:6734046
Kayucolo	id=g:6734047
Bungaya	id=g:6734048
Boro	id=g:6734049
Balewang	id=g:6734050
Tanete	id=g:6734051
Batupangkaya	id=g:6734052
Buakamalong	id=g:6734053
Bongki	id=g:6734054
Bukkulu	id=g:6734055
Garege	id=g:6734056
Patumbu	id=g:6734057
Pappuneangang	id=g:6734058
Balang Bukkulu	id=g:6734059
Torrobong	id=g:6734060
Pakkotangang	id=g:6734061
Tanetea	id=g:6734062
Kapasa	id=g:6734063
Tiu	id=g:6734064
Barebe	id=g:6734065
Borontangnga	id=g:6734066
Balang Pappuneangang	id=g:6734067
Labagau	id=g:6734068
Bontobakka	id=g:6734069
Sinea	id=g:6734070
Paranga	id=g:6734071
Lompodapa	id=g:6734072
Kayuloe	id=g:6734073
Bungloe	id=g:6734074
Batabataya	id=g:6734075
Lembana	id=g:6734076
Buluballea	id=g:6734077
Bulu Ramma	id=g:6734078
Bulu Sarongan	id=g:6734079
Bulu Baria	id=g:6734080
Bulu Ganting	id=g:6734081
Bulu Kaca	id=g:6734082
Moncong Assumpolong	id=g:6734083
Moncong Tallasak	id=g:6734084
Moncong Lojong	id=g:6734085
Biringromang	id=g:6734086
Bangkengromang	id=g:6734087
Parangkeke	id=g:6734088
Parangtallasa	id=g:6734089
Kacici	id=g:6734090
Kambutatoa	id=g:6734091
Kambutaberu	id=g:6734092
Moncong Cibod	id=g:6734093
Bangkengponto	id=g:6734094
Kampungbaru	id=g:6734095
Moncong Saraung	id=g:6734096
Moncong Loka	id=g:6734097
Tamona	id=g:6734098
Lapara	id=g:6734099
Bontoa	id=g:6734100
Moncong Samabintung	id=g:6734101
Parepareang	id=g:6734102
Lapporo	id=g:6734103
Bataya	id=g:6734104
Parasangngangberu	id=g:6734105
Balangtiddi	id=g:6734106
Jannajannaya	id=g:6734107
Pangngai	id=g:6734108
Bulobuloa	id=g:6734109
Bulu Kalimbungang	id=g:6734110
Kaloro Tassoso	id=g:6734111
Bulu Bawakaraeng	id=g:6734112
Balantijeng	id=g:6734113
Salo Porong	id=g:6734114
Balang Bialo	id=g:6734115
Moncong Biyanglowe	id=g:6734116
Moncong Gimbara	id=g:6734117
Moncong Loduong	id=g:6734118
Moncong Tallasi	id=g:6734119
Parringparring	id=g:6734120
Moncong Samu	id=g:6734121
Balang Biyanglowe	id=g:6734122
Lanying	id=g:6734123
Cidondong	id=g:6734124
Balang Lembangeina	id=g:6734125
Balang Cinaira	id=g:6734126
Kassikassi	id=g:6734127
Balang Bilanggu	id=g:6734128
Pakalabbua	id=g:6734129
Pabulengan	id=g:6734130
Borongtarampang	id=g:6734131
Balang Binjulang	id=g:6734132
Silanggaya	id=g:6734133
Batuleppa	id=g:6734134
Alluna	id=g:6734135
Takjonjoa	id=g:6734136
Kanrojo	id=g:6734137
Maddako	id=g:6734138
Tassoso	id=g:6734139
Bulu Patinoang	id=g:6734140
Patinoang	id=g:6734141
Balantijeng	id=g:6734142
Tabbuakang	id=g:6734143
Bulu Tinggi	id=g:6734144
Salo Singgang	id=g:6734145
Batumegung	id=g:6734146
Bawa	id=g:6734147
Lalejangang	id=g:6734148
Panjang	id=g:6734149
Mapung	id=g:6734150
Sangga Timur	id=g:6734151
Moncong Parringparring	id=g:6734152
Bontonuakang	id=g:6734153
Bulobulo	id=g:6734154
Bontojongga	id=g:6734155
Babangeng	id=g:6734156
Kayuloe	id=g:6734157
Timalang	id=g:6734158
Sarea	id=g:6734159
Pabentengan	id=g:6734160
Libboa	id=g:6734161
Gamacaya	id=g:6734162
Jambua	id=g:6734163
Ballatujua	id=g:6734164
Rallang	id=g:6734165
Balang Kayuloe	id=g:6734166
Balang Kassikassi	id=g:6734167
Pasui	id=g:6734168
Barakassi	id=g:6734169
Teko	id=g:6734170
Parang	id=g:6734171
Bangkengbuki	id=g:6734172
Balang Sengkaloe	id=g:6734173
Borongbulo	id=g:6734174
Paranglabbua	id=g:6734175
Bangkengna	id=g:6734176
Binamongan	id=g:6734177
Kecamatan Bantaeng	id=g:6734178
Balang Kariu	id=g:6734179
Kecamatan Bissapu	id=g:6734180
Salo Ahuwa	id=g:6734181
Kecamatan Marosbaru	id=g:6734260
Kecamatan Tanralili	id=g:6734261
Kecamatan Mandai	id=g:6734262
Kecamatan Bontomarannu	id=g:6734263
Kecamatan Parangloe	id=g:6734264
Tepoe	id=g:6734265
Batubatu	id=g:6734266
Galesong	id=g:6734267
Tabang	id=g:6734268
Sungguminasa	id=g:6734269
Balampangi	id=g:6734270
Bontomanai	id=g:6734271
Bontobiraeng	id=g:6734272
Matana	id=g:6734273
Borongromang	id=g:6734274
Bontoulu	id=g:6734275
Palisi	id=g:6734276
Takkalasi	id=g:6734277
Parangboddong	id=g:6734278
Cambajawa	id=g:6734279
Karangpuang	id=g:6734280
Bulubulu	id=g:6734281
Cinranae	id=g:6734282
Patene	id=g:6734283
Tunasjaya	id=g:6734284
Bonelengga	id=g:6734285
Malewang	id=g:6734286
Kalatubung	id=g:6734287
Bontomanai	id=g:6734288
Jenetallasa	id=g:6734289
Pai	id=g:6734290
Batutambung	id=g:6734291
Bulu Bossolok	id=g:6734292
Tangkala	id=g:6734293
Sanrangan	id=g:6734294
Pajaiyang	id=g:6734295
Daya	id=g:6734296
Biringkanaya	id=g:6734297
Berua	id=g:6734298
Mannukuki	id=g:6734299
Dayaraya	id=g:6734300
Paccerakang	id=g:6734301
Sipala	id=g:6734302
Lanraki	id=g:6734303
Biringromang	id=g:6734304
Bontoramba	id=g:6734305
Bulu Pokolompo	id=g:6734306
Bangkala	id=g:6734307
Panaikang	id=g:6734308
Moncongloelappara	id=g:6734309
Pakkolompo	id=g:6734310
