Du Bois-Jefferson County Airport	id=g:5187437
Gospel Hill Golf Course	id=g:5191502
Gospel Hill Park	id=g:5191503
Gospel Tabernacle Church	id=g:5191504
Goss Cemetery	id=g:5191505
Goss Run	id=g:5191506
Gosherts Church	id=g:5191507
Gosser Hill	id=g:5191508
Gottshall Run	id=g:5191509
Goss Run Junction	id=g:5191510
Gotwals Ponds	id=g:5191511
Goucher Street School	id=g:5191512
Gouglersville	id=g:5191513
Gould Island	id=g:5191514
Goulds Run	id=g:5191515
Gotwalls School	id=g:5191516
Gouldsboro Dam	id=g:5191517
Gouldsboro Lake	id=g:5191518
Gouldsboro State Park	id=g:5191519
Gouldsoro Dam	id=g:5191520
Gouldtown	id=g:5191521
Gourdhead Run	id=g:5191522
Gouldsboro	id=g:5191523
Goventry Hamlet	id=g:5191524
Governor Dick Hill	id=g:5191525
Governor Mifflin High School	id=g:5191526
Governor Mifflin School	id=g:5191527
Governor Pennypacker Monument	id=g:5191528
Governor Wolf Elementary School	id=g:5191529
Governors Mansion	id=g:5191530
Gowango (historical)	id=g:5191531
Gowen	id=g:5191532
Gowen Breaker Station	id=g:5191533
Gowen City	id=g:5191534
Gowen Colliery	id=g:5191535
Gower School	id=g:5191536
Grabb Lake	id=g:5191537
Grace Avenue Church	id=g:5191538
Grace Chapel	id=g:5191539
Grace Chapel	id=g:5191540
Grace Chapel	id=g:5191541
Grace Church	id=g:5191542
Grace Church	id=g:5191543
Grace Church	id=g:5191544
Grace Church	id=g:5191545
Grace Church	id=g:5191546
Grace Church	id=g:5191547
Grace Church	id=g:5191548
Grace Church	id=g:5191549
Grace Church	id=g:5191550
Grace Church	id=g:5191551
Grace Church	id=g:5191552
Grace Church	id=g:5191553
Grace Church	id=g:5191554
Grace Church	id=g:5191555
Grace Church	id=g:5191556
Grace Church	id=g:5191557
Grace Church	id=g:5191558
Grace Church	id=g:5191559
Grace Church	id=g:5191560
Grace Church	id=g:5191561
Grace Church	id=g:5191562
Grace Church	id=g:5191563
Grace Church	id=g:5191564
Grace Church	id=g:5191565
Grace Church	id=g:5191566
Grace Church	id=g:5191567
Grace Community Church	id=g:5191568
Grace Evangelical Brethren Church	id=g:5191569
Grace Gospel Chapel	id=g:5191570
Grace Mine	id=g:5191571
Grace Mine Diversion Dam	id=g:5191572
Grace Mine Tailings Dam	id=g:5191573
Grace Mine Tailings Reservoir	id=g:5191574
Grace S Beck Elementary School	id=g:5191575
Gracedale	id=g:5191576
Gracedale County Home	id=g:5191577
Graceland Chapel	id=g:5191578
Graceton	id=g:5191579
Graceton Dam	id=g:5191580
Gracetown Reservoir	id=g:5191581
Graceville	id=g:5191582
Gracey	id=g:5191583
Gracey School (historical)	id=g:5191584
Gracey Trail	id=g:5191585
Gradatim Post Office (historical)	id=g:5191586
Graders Ridge	id=g:5191587
Graeme (historical)	id=g:5191588
Graeme State Park	id=g:5191589
Graesers Run	id=g:5191590
Gourleys Corners	id=g:5191591
Graff Hollow	id=g:5191592
Graff Woolever Trail	id=g:5191593
Graffa Pond	id=g:5191594
Graffius Run	id=g:5191595
Graffa Mill Dam	id=g:5191596
Grafius Run	id=g:5191597
Grafton	id=g:5191598
Graham	id=g:5191599
Graham Cemetery	id=g:5191600
Graham Church	id=g:5191601
Graham Field	id=g:5191602
Graham Pond	id=g:5191603
Graham Run	id=g:5191604
Graham	id=g:5191605
Grahamville Reservoir	id=g:5191606
Grahamville Reservoir Dam	id=g:5191607
Grahms	id=g:5191608
Gramere	id=g:5191609
Gramley Gap	id=g:5191610
Grampian	id=g:5191611
Grampian Hills	id=g:5191612
Borough of Grampian	id=g:5191613
Grand Canyon State Airport	id=g:5191614
Grand Canyon of Pennsylvania	id=g:5191615
Grand Central	id=g:5191616
Grand Tunnel (historical)	id=g:5191617
Grand Valley	id=g:5191618
Grand View	id=g:5191619
Grand View	id=g:5191620
Grand View Chapel	id=g:5191621
Grand View Church	id=g:5191622
Grand View Falls Estates	id=g:5191623
Grand View Fire Tower	id=g:5191624
Grand View Heights	id=g:5191625
Grandad Run	id=g:5191626
Township of Graham	id=g:5191627
Grandin	id=g:5191628
Grandpap Hollow	id=g:5191629
Grandad Trail	id=g:5191630
Grandview	id=g:5191631
Grandview	id=g:5191632
Grandview	id=g:5191633
Grandview	id=g:5191634
Grandview Acres	id=g:5191635
Grandview Cemetery	id=g:5191636
Grandview Cemetery	id=g:5191637
Grandview Cemetery	id=g:5191638
Grandview Cemetery	id=g:5191639
Grandview Cemetery	id=g:5191640
Grandview Cemetery	id=g:5191641
Grandview Cemetery	id=g:5191642
Grandview Cemetery	id=g:5191643
Grandview Cemetery	id=g:5191644
Grandview Cemetery	id=g:5191645
Grandview Cemetery	id=g:5191646
Grandview Elementary School	id=g:5191647
Grandview Elementary School	id=g:5191648
Grandview Elementary School	id=g:5191649
Grandview Elementary School	id=g:5191650
Grandview Elementary School	id=g:5191651
Grandview Golf Course	id=g:5191652
Grandview Heights	id=g:5191653
Grandview Hospital	id=g:5191654
Grandview Memorial Park	id=g:5191655
Grandview Park	id=g:5191656
Grandview Plaza	id=g:5191657
Grandview School	id=g:5191658
Grandview School	id=g:5191659
Grange Centre	id=g:5191660
La Grange Island	id=g:5191661
Granite Hill	id=g:5191662
Granite-Pierson Cemetery	id=g:5191663
Granny Coon Spring	id=g:5191664
Grant	id=g:5191665
Grant	id=g:5191666
Grant City	id=g:5191667
Grant City Falls	id=g:5191668
Grant Hill	id=g:5191669
Grant Hill	id=g:5191670
Grant Hill School	id=g:5191671
Grant School	id=g:5191672
Grant Street School	id=g:5191673
Grant Street School	id=g:5191674
Township of Grant	id=g:5191675
Grantham	id=g:5191676
Grantville	id=g:5191677
Granview Cemetery	id=g:5191678
Granville	id=g:5191679
Granville	id=g:5191680
Granville Center	id=g:5191681
Granville Church	id=g:5191682
Granville Hollow	id=g:5191683
Grandview	id=g:5191684
Granville Run	id=g:5191685
Granville School	id=g:5191686
Township of Granville	id=g:5191687
Township of Granville	id=g:5191688
Grape Ridge	id=g:5191689
Grape Run Dam	id=g:5191690
Grape Run Reservoir	id=g:5191691
Grape Vine Trail	id=g:5191692
Grapeville	id=g:5191693
Grapevine Run	id=g:5191694
Granville Summit	id=g:5191695
Grass Flats Run	id=g:5191696
Grass Flat Island	id=g:5191697
Grass Island Breaker	id=g:5191698
Grass Lake	id=g:5191699
Grass Mountain	id=g:5191700
Grass Mountain	id=g:5191701
Grass Mountain Trail	id=g:5191702
Grassflat	id=g:5191703
Grassflat Run	id=g:5191704
Grass Hill Cemetery	id=g:5191705
Grassy Brook	id=g:5191706
Grassy Hollow	id=g:5191707
Grassmere Park	id=g:5191708
Grassy Island Breaker	id=g:5191709
Grassy Island Creek	id=g:5191710
Grassy Island	id=g:5191711
Grassy Island Creek	id=g:5191712
Grassy Island Shaft	id=g:5191713
Grassy Meadow Run	id=g:5191714
Grassy Pond	id=g:5191715
Grassy Ridge	id=g:5191716
Graterford	id=g:5191717
Graterford Church	id=g:5191718
Gratz	id=g:5191719
Gratz High School	id=g:5191720
Borough of Gratz	id=g:5191721
Gratztown	id=g:5191722
Gratztown School	id=g:5191723
Grave Mountain	id=g:5191724
Gravel Hill	id=g:5191725
Gravel Hill	id=g:5191726
Gravel Hill Church	id=g:5191727
Gravel Hill Farm	id=g:5191728
Gravel Hill School	id=g:5191729
Gravel Hill School (historical)	id=g:5191730
Gravel Lick	id=g:5191731
Grassy Pond	id=g:5191732
Gravel Lick	id=g:5191733
Gravel Lick	id=g:5191734
Gravel Lick Dam	id=g:5191735
Gravel Lick Run	id=g:5191736
Gravel Lick	id=g:5191737
Gravel Lick Run	id=g:5191738
Gravel Lick Run	id=g:5191739
Gravel Lick Run	id=g:5191740
Gravel Lick Trail	id=g:5191741
Gravel Lick Trail	id=g:5191742
Gravel Place	id=g:5191743
Gravel Pond	id=g:5191744
Gravel Pond	id=g:5191745
Gravel Run	id=g:5191746
Gravel Lick Trail	id=g:5191747
Gravel Run	id=g:5191748
Gravel Run	id=g:5191749
Gravel Run Airport	id=g:5191750
Gravel Run Church	id=g:5191751
Gravelly Run	id=g:5191752
Gravel Run Cemetery	id=g:5191753
Graves Pond	id=g:5191754
Graves Pond	id=g:5191755
Graveyard Hill	id=g:5191756
Graveyard Hollow	id=g:5191757
Gravers	id=g:5191758
Graveyard Run	id=g:5191759
Gravity	id=g:5191760
Gray	id=g:5191761
Gray	id=g:5191762
Gray	id=g:5191763
Gray Cemetery	id=g:5191764
Gray Cemetery	id=g:5191765
Gray Hill	id=g:5191766
Gray Hollow	id=g:5191767
Gray	id=g:5191768
Gray Run	id=g:5191769
Gray Elementary School (historical)	id=g:5191770
Gray Valley School	id=g:5191771
Graybills Church	id=g:5191772
Grayce Farms Airport	id=g:5191773
Grays	id=g:5191774
Grays Cemetery	id=g:5191775
Grays Church	id=g:5191776
Grays Eddy	id=g:5191777
Grays Mills Station	id=g:5191778
Grays Run	id=g:5191779
Gray Memorial Field	id=g:5191780
Grayson School	id=g:5191781
Graysville	id=g:5191782
Graysville Cemetery	id=g:5191783
Grazier Cemetery	id=g:5191784
Grazier Mill	id=g:5191785
Grazierville	id=g:5191786
Greason	id=g:5191787
Great Belt	id=g:5191788
Great Bend	id=g:5191789
Borough of Great Bend	id=g:5191790
Township of Great Bend	id=g:5191791
Great Falls of the Lehigh	id=g:5191792
Great Island	id=g:5191793
Great Lakes Camp	id=g:5191794
Great Swamp Church	id=g:5191795
Great Trough Creek	id=g:5191796
Grays Valley Post Office (historical)	id=g:5191797
Great Valley Church	id=g:5191798
Great Valley Mills	id=g:5191799
Greater Johnstown Water Authority Dam	id=g:5191800
Greater Latrobe Senior High School	id=g:5191801
Greater Northeast Congregation	id=g:5191802
Greater Pittsburgh International Airport	id=g:5191803
Greble	id=g:5191804
Gredlein Pond	id=g:5191805
Greece City	id=g:5191806
Greek Catholic Cemetery	id=g:5191807
Greek Cemetery	id=g:5191808
Greek Church	id=g:5191809
Greeley	id=g:5191810
Greeley Farm	id=g:5191811
Greeley School	id=g:5191812
Greeley School	id=g:5191813
Green Acres	id=g:5191814
Green Acres	id=g:5191815
Green Acres	id=g:5191816
Green Acres Golf Course	id=g:5191817
Green Acres Golf Course	id=g:5191818
Green Acres Heliport	id=g:5191819
Green Acres Park	id=g:5191820
Green Bank	id=g:5191821
Green Bank Post Office (historical)	id=g:5191822
Green Briar	id=g:5191823
Green Brook	id=g:5191824
Green Corners	id=g:5191825
Green Countrie Dam	id=g:5191826
Green Creek	id=g:5191827
Great Valley Church	id=g:5191828
Green Gap	id=g:5191829
Green Gap	id=g:5191830
Green Gap Trail	id=g:5191831
Green Gap Trail	id=g:5191832
Green Garden	id=g:5191833
Green Garden Plaza	id=g:5191834
Green Grove	id=g:5191835
Green Grove	id=g:5191836
Green Grove Cemetery	id=g:5191837
Green Grove School	id=g:5191838
Green Grove School	id=g:5191839
Green Grove School	id=g:5191840
Green Hill	id=g:5191841
Green Hill	id=g:5191842
Green Hill School	id=g:5191843
Green Hills	id=g:5191844
Green Hills	id=g:5191845
Green Hills Golf Course	id=g:5191846
Green Hills Lake	id=g:5191847
Green Hills Lake Dam	id=g:5191848
Green Hills Lake Dam	id=g:5191849
Borough of Green Hills	id=g:5191850
Green Hollow	id=g:5191851
Green Gap	id=g:5191852
Green Hollow	id=g:5191853
Green Hollow	id=g:5191854
Green Hollow	id=g:5191855
Green Hollow Trail	id=g:5191856
Green Lane Bridge	id=g:5191857
Green Lane Cemetery	id=g:5191858
Green Lane Farms	id=g:5191859
Green Lane Reservoir	id=g:5191860
Green Lane Reservoir Dam	id=g:5191861
Green Lane Reservoir Park	id=g:5191862
Borough of Green Lane	id=g:5191863
Green Lane-Marlborough School	id=g:5191864
Green Lawn Cemetery	id=g:5191865
Green Lawn Memorial Park	id=g:5191866
Green Lick Cemetery	id=g:5191867
Green Lick Dam	id=g:5191868
Green Lick Reservoir	id=g:5191869
Green Lick Run	id=g:5191870
Green Lane	id=g:5191871
Green Meadows	id=g:5191872
Green Meadows Golf Course	id=g:5191873
Green Meadows Golf Course	id=g:5191874
Green Mountain	id=g:5191875
Green Mountain	id=g:5191876
Green Mountain	id=g:5191877
Green Mountain	id=g:5191878
Green Mountain	id=g:5191879
Green Mountain Cemetery	id=g:5191880
Green Mountain School	id=g:5191881
Green Oak	id=g:5191882
Green Oaks	id=g:5191883
Green Park	id=g:5191884
Green Park	id=g:5191885
Green Point	id=g:5191886
Green Point Fire Company	id=g:5191887
Green Point Station	id=g:5191888
Green Pond	id=g:5191889
Green Pond	id=g:5191890
Green Pond Golf Course	id=g:5191891
Green Ridge	id=g:5191892
Green Ridge	id=g:5191893
Green Ridge	id=g:5191894
Green Ridge Breaker	id=g:5191895
Green Ridge Cemetery	id=g:5191896
Green Ridge Elementary School	id=g:5191897
Green Ridge Memorial Park	id=g:5191898
Green Ridge Station	id=g:5191899
Green Ridge Station	id=g:5191900
Green Run	id=g:5191901
Green Marcus Quarry (historical)	id=g:5191902
Green Run	id=g:5191903
Green Run	id=g:5191904
Green Run	id=g:5191905
Green Run School (historical)	id=g:5191906
Green School	id=g:5191907
Green School	id=g:5191908
Green Spring	id=g:5191909
Green Spring	id=g:5191910
Green Spring Church (historical)	id=g:5191911
Green Spring Creek	id=g:5191912
Green Run Trail	id=g:5191913
Green Springs Run	id=g:5191914
Green Spring Trail	id=g:5191915
Green Timber Hollow	id=g:5191916
Green Trail	id=g:5191917
Green Trail	id=g:5191918
Green Tree	id=g:5191919
Green Tree	id=g:5191920
Green Tree Cemetery	id=g:5191921
Green Tree Church	id=g:5191922
Green Tree Estates	id=g:5191923
Green Tree Run	id=g:5191924
Green Tree	id=g:5191925
Green Valley	id=g:5191926
Green Valley	id=g:5191927
Green Valley	id=g:5191928
Green Valley	id=g:5191929
Borough of Green Tree	id=g:5191930
Green Valley Country Club	id=g:5191931
Green Valley Elementary School	id=g:5191932
Green Valley Golf Course	id=g:5191933
Green Valley Golf Course	id=g:5191934
Green Valley Lake	id=g:5191935
Green Valley Run	id=g:5191936
Green Valley Cemetery	id=g:5191937
Township of Green	id=g:5191938
Township of Green	id=g:5191939
Greenawald	id=g:5191940
Greenawalds	id=g:5191941
Greenback	id=g:5191942
Greenbank School	id=g:5191943
Greenbriar	id=g:5191944
Greenbrier	id=g:5191945
Greenbrier Country Club	id=g:5191946
Greenbrier Gap	id=g:5191947
Greenbrier Gap	id=g:5191948
Greenbrier Ridge	id=g:5191949
Greenbrook	id=g:5191950
Greenburg School	id=g:5191951
Greenburr Gap	id=g:5191952
Greencrest Park	id=g:5191953
Greendale	id=g:5191954
Greendale	id=g:5191955
Greendale Cemetery	id=g:5191956
Greendale Cemetery	id=g:5191957
Greendale Cemetery	id=g:5191958
Greendale School	id=g:5191959
Greene Branch	id=g:5191960
Green View	id=g:5191961
Greene Dreher Dam	id=g:5191962
Greene Dreher Dam	id=g:5191963
Township of Greene	id=g:5191964
Township of Greene	id=g:5191965
Township of Greene	id=g:5191966
Township of Greene	id=g:5191967
Township of Greene	id=g:5191968
Township of Greene	id=g:5191969
Greenes Landing	id=g:5191970
Greenfield	id=g:5191971
Greenfield	id=g:5191972
Greenfield	id=g:5191973
Greenfield	id=g:5191974
Greenfield Bend	id=g:5191975
Greenfield Church	id=g:5191976
Greenfield Church	id=g:5191977
Greenfield Elementary School	id=g:5191978
Greenfield High School	id=g:5191979
Greenfield Station	id=g:5191980
Greenfield Township Elementary School	id=g:5191981
Township of Greenfield	id=g:5191982
Township of Greenfield	id=g:5191983
Township of Greenfield	id=g:5191984
Greengate Mall	id=g:5191985
Greenland	id=g:5191986
Greenland Post Office (historical)	id=g:5191987
Greenland Trail	id=g:5191988
Greenlawn Cemetery	id=g:5191989
Greenlawn Cemetery	id=g:5191990
Greenlee Cemetery	id=g:5191991
Greenlee Mountain	id=g:5191992
Greenlee Run	id=g:5191993
Greene County	id=g:5191994
Greenlick Run	id=g:5191995
Greenlick Ridge	id=g:5191996
Greenman Hill	id=g:5191997
Greenman Hill School (historical)	id=g:5191998
Greenmount Cemetery	id=g:5191999
Greenock	id=g:5192000
Greenock Elementary School	id=g:5192001
Greenock Station	id=g:5192002
Greenridge	id=g:5192003
Greens Hollow	id=g:5192004
Greenlick Run Dam	id=g:5192005
Greens Run	id=g:5192006
Greens Valley	id=g:5192007
Greens Valley	id=g:5192008
Greens Valley Stream	id=g:5192009
Greens Valley Trail	id=g:5192010
Greensburg Country Club	id=g:5192011
Greensburg Salem High School	id=g:5192012
Greensburg YMCA Camp	id=g:5192013
City of Greensburg	id=g:5192014
Greentown	id=g:5192015
Greenville	id=g:5192016
Greenville	id=g:5192017
Greenville	id=g:5192018
Greenville	id=g:5192019
Greenville Dam Number Three	id=g:5192020
Greenville Municipal Airport	id=g:5192021
Greenville Reservoir	id=g:5192022
Greenville School	id=g:5192023
Greenville Senior High School	id=g:5192024
Borough of Greenville	id=g:5192025
Greenwald	id=g:5192026
Greenwald Memorial Elementary School	id=g:5192027
Greenwalk Creek	id=g:5192028
Greensburg	id=g:5192029
Greenway Middle School	id=g:5192030
Greenwich	id=g:5192031
Greenwich Bridge	id=g:5192032
Township of Greenwich	id=g:5192033
Greenwich-Lenhartsville Elementary School	id=g:5192034
Greenwood	id=g:5192035
Greenwood	id=g:5192036
Greenwood	id=g:5192037
Greenwood Cemetery	id=g:5192038
Greenwood Cemetery	id=g:5192039
Greenwood Cemetery	id=g:5192040
Greenwood Cemetery	id=g:5192041
Greenwood Cemetery	id=g:5192042
Greenwood Cemetery	id=g:5192043
Greenwood Cemetery	id=g:5192044
Greenwood Cemetery	id=g:5192045
Greenwood Cemetery	id=g:5192046
Greenwood Cemetery	id=g:5192047
Greenwood Cemetery	id=g:5192048
Greenwood Cemetery	id=g:5192049
Greenwood Cemetery	id=g:5192050
Greenwood Cemetery	id=g:5192051
Greenwood Church	id=g:5192052
Greenwood Church	id=g:5192053
Greenwood Church	id=g:5192054
Greenwood Dam	id=g:5192055
Greenwood Furnace	id=g:5192056
Greenwood Furnace Cemetery	id=g:5192057
Greenwood Furnace State Park	id=g:5192058
Greenwood Golf Course	id=g:5192059
Greenwood Heights	id=g:5192060
Greenwood Hill	id=g:5192061
Greenwood Hills	id=g:5192062
Greenwood Hunting Club	id=g:5192063
Greenwood Lake	id=g:5192064
Greenwood Mall	id=g:5192065
Greenwood Mausoleum	id=g:5192066
Greenwood Memorial Park Cemetery	id=g:5192067
Greenwood Nursery	id=g:5192068
Greenwood School	id=g:5192069
Greenwood School	id=g:5192070
Greenwood School	id=g:5192071
Greenwood School (historical)	id=g:5192072
Greenwood School (historical)	id=g:5192073
Greenwood Tower	id=g:5192074
Greenwood Union Church	id=g:5192075
Greenwood Valley	id=g:5192076
Greenwalt Dam	id=g:5192077
Township of Greenwood	id=g:5192078
Township of Greenwood	id=g:5192079
Township of Greenwood	id=g:5192080
Township of Greenwood	id=g:5192081
Township of Greenwood	id=g:5192082
Greenzweig School	id=g:5192083
Greer Mitchell School	id=g:5192084
Greer Pond	id=g:5192085
Greer Tunnel	id=g:5192086
Gregg	id=g:5192087
Gregg Airport	id=g:5192088
Gregg Cemetery	id=g:5192089
Gregg Hill	id=g:5192090
Gregg Run	id=g:5192091
Gregg School (historical)	id=g:5192092
Gregg Township Office	id=g:5192093
Township of Gregg	id=g:5192094
Township of Gregg	id=g:5192095
Gregory	id=g:5192096
Gregory Dam	id=g:5192097
Gregory Pond	id=g:5192098
Gregory Run	id=g:5192099
Greenwood Village	id=g:5192100
Gregs Run	id=g:5192101
Greisemersville	id=g:5192102
Greisinger Pond	id=g:5192103
Grenoble	id=g:5192104
Grenoble Manor	id=g:5192105
Gresham	id=g:5192106
Greshville	id=g:5192107
Gretchen Station	id=g:5192108
Gretna	id=g:5192109
Grey Nuns of the Sacred Heart College	id=g:5192110
Grey Ridge	id=g:5192111
Grey Valley Cemetery	id=g:5192112
Greys Run	id=g:5192113
Greisinger Dam	id=g:5192114
Greys Run	id=g:5192115
Greythorne Station	id=g:5192116
Gridley Park	id=g:5192117
Grieder	id=g:5192118
Grier City	id=g:5192119
Grier Point	id=g:5192120
Grier School	id=g:5192121
Griers Corner	id=g:5192122
Griesemersville	id=g:5192123
Griff Lake	id=g:5192124
Griffin Dam	id=g:5192125
Griffin Dam	id=g:5192126
Griffin Hill	id=g:5192127
Griffin Reservoir	id=g:5192128
Griffith Pond	id=g:5192129
Griffith Trail	id=g:5192130
Griffiths	id=g:5192131
Griffithtown	id=g:5192132
Griftlo Park	id=g:5192133
Grill	id=g:5192134
Grim Hollow	id=g:5192135
Gridley High School	id=g:5192136
Grimes Airport	id=g:5192137
Grimes Cemetery	id=g:5192138
Grimes Run	id=g:5192139
Grim Independent School	id=g:5192140
Grimms Trail	id=g:5192141
Grims Lake	id=g:5192142
Grims Mill Bridge	id=g:5192143
Grimville	id=g:5192144
Grindstone	id=g:5192145
Grindstone Gap	id=g:5192146
Grindstone Hollow	id=g:5192147
Grimesville	id=g:5192148
Grindstone Run	id=g:5192149
Grinell School (historical)	id=g:5192150
Grip	id=g:5192151
Grisco Swamp	id=g:5192152
Griscom Creek	id=g:5192153
Gringo	id=g:5192154
Grisemore	id=g:5192155
Grist Flat	id=g:5192156
Griswell Church	id=g:5192157
Groce Hill	id=g:5192158
Groe Run	id=g:5192159
Griscom Dam	id=g:5192160
Groff Run	id=g:5192161
Groff Dam	id=g:5192162
Groffdale	id=g:5192163
Groffdale Church	id=g:5192164
Groffs Corner	id=g:5192165
Grolemund Run	id=g:5192166
Groff School	id=g:5192167
Gross Cemetery	id=g:5192168
Gross Dam	id=g:5192169
Gross Hollow	id=g:5192170
Groover Cemetery	id=g:5192171
Gross Hollow	id=g:5192172
Gross Run	id=g:5192173
The Grotto	id=g:5192174
Ground Oak Trail	id=g:5192175
Lake Groundhog	id=g:5192176
Group Camping Area Lake	id=g:5192177
Grouse Hall Pond	id=g:5192178
Grovania	id=g:5192179
Grove	id=g:5192180
Grove Cemetery	id=g:5192181
Grove Chapel	id=g:5192182
Grove Church	id=g:5192183
Grove City	id=g:5192184
Grove City Airport	id=g:5192185
Grove City Area High School	id=g:5192186
Grove City Area Junior High School	id=g:5192187
Grove City College	id=g:5192188
